id	mol	type	q	x	y	z
2753	4	6	0.1268	7.868874734075586	5.60699500731422	13.707927130489075
2754	4	4	-0.1268	9.86104290705157	5.3696349380329575	12.823381925831791
2755	4	6	0.1268	10.324484346203626	5.748191080625592	13.769861250882611
2746	4	6	0.053	5.654969864750105	6.6523980353678605	13.04185502859884
280	6	6	0.053	11.113149771525082	11.558937392211696	15.380037080912452
279	6	2	0.08	11.065539766020764	10.361495460190202	15.470017355211102
194	6	6	0.053	6.640295967057346	9.835717209121723	14.320218074233065
681	6	6	0.053	9.611559172386908	10.613249253962554	7.540612832389326
680	6	1	0.027	9.7012250988218	10.71830921484387	8.628420912116814
682	6	6	0.053	10.762959114479283	10.612390984174269	8.823858352540748
2813	1	4	-0.1268	8.142039202042692	10.49991706322188	5.1449815128500695
692	6	4	-0.1268	5.809016848180327	7.871180924412606	7.382374918003652
2709	5	6	0.1268	8.854903288252649	6.902522318837724	5.106504183740218
2708	5	4	-0.1268	8.602783238011986	6.007683327707655	5.636102556899824
306	3	4	-0.1268	21.340879561394512	20.837874669045483	9.976706516983429
190	6	4	0.0265	5.398592581595879	11.333449776563338	12.5720128232152
201	6	4	-0.1268	4.971397912626847	12.313099359055142	11.68044337994248
691	6	6	0.1268	5.075502890436924	6.619978814314949	5.914697226467052
2812	1	6	0.1268	9.998352831086136	11.732716966069631	5.008114334879798
2742	4	6	0.053	5.738814260153708	7.075413454136426	10.426846978520828
2816	1	6	0.1268	6.08800762531506	9.63956697741244	4.993339473806182
2744	4	2	0.08	5.0264654622571685	6.075329005141439	12.429627108815511
2707	5	4	0.0265	7.568081768132201	5.351124915005658	5.011250302583861
1050	3	6	0.1268	19.23736050635241	8.679787630469438	14.688138424046322
2536	15	4	-0.1268	13.297801133973453	6.197671236973535	9.29419900060305
2540	15	4	-0.1268	13.273916263700958	6.951780444441521	6.985926126575645
2541	15	6	0.1268	13.767522311150602	6.937721844154495	5.994796222284554
2538	15	4	-0.1268	13.848236829944522	6.198818172718435	8.008520755486693
2525	15	6	0.053	13.420433912336652	9.37603767062152	7.0033847583504345
275	6	8	-0.1595	13.42608489874349	9.994205619702443	14.94648148169773
2537	15	6	0.1268	13.76440563034533	5.626420060867094	10.128624786056204
1463	3	4	-0.1268	19.404932309640493	11.287733382312515	5.966357709198041
638	9	1	0.027	20.538083372195096	8.25547784398927	10.465450356278833
1049	3	4	-0.1268	20.353592490640253	8.897067262297101	14.561707823516343
637	9	6	0.053	19.360699915329903	10.033369000259595	11.010730760191102
636	9	3	0.08	19.32539202164819	8.99204043666952	10.604253910585156
641	9	7	-0.266	19.922000406139095	8.743228830778891	9.313831164878268
640	9	6	0.053	20.68088389483196	7.132481674831496	10.59021549919973
510	1	2	0.08	9.49437905545638	27.95289590999544	5.034386468214979
1031	3	8	-0.1595	19.846675552124218	10.993934081109508	13.415799036394056
1030	3	4	0.0265	20.752728721169213	10.015825756400613	13.77570569110654
2319	13	6	0.053	16.574498003148342	9.762574770047308	8.375214071192172
2320	13	6	0.053	14.781594938542662	9.786020691404223	8.673424350740657
2318	13	1	0.027	15.641611212336375	10.27707928935842	8.783021996249134
1453	3	6	0.053	20.13255092490072	11.55338933827758	9.957367263497297
2539	15	6	0.1268	14.813112164436088	5.72186578208621	7.927646261843332
633	9	1	0.027	17.90641898253807	8.27147970821893	10.910468255310276
635	9	6	0.053	17.569668660061055	8.676428534902225	11.819008714998542
634	9	6	0.053	17.190511366429693	8.478005860162792	10.142100811512986
632	9	8	-0.1595	17.78358176562787	6.82018869988318	11.201174076522651
2599	1	4	-0.1268	17.930605732110998	6.1838322745603325	5.395475327850733
2600	1	6	0.1268	18.74993562976904	6.950609012188595	5.405675899118783
651	9	6	0.1268	15.783543762532414	8.059331370087069	12.620261198477776
2314	13	6	0.053	13.821438935967254	10.239969464651267	10.62731639189639
2316	13	3	0.08	15.726278225287608	11.03852240385452	10.020159993504318
2317	13	6	0.053	16.647085195011517	11.404547605710489	10.470594595161336
2313	13	1	0.027	14.541908934569353	11.063003851306991	10.854019906443543
2312	13	8	-0.1595	14.731126202323347	11.176573186121177	12.285404222565177
648	9	4	-0.1268	14.701089196130235	6.358126932115474	13.066746827733542
650	9	4	-0.1268	15.714040026134471	6.978663810892648	12.411484586367028
1465	3	4	-0.1268	20.24380933392284	10.6306189902707	5.067890231511716
274	6	4	0.0265	14.615685595787651	9.841226426622605	15.65198147245699
631	9	4	0.0265	16.62903153373606	6.279058071863525	11.659625000135875
1048	3	6	0.1268	20.961269094069905	6.995018875121628	15.375144089019154
2602	1	6	0.1268	18.54202232228197	5.418062835386358	7.451514509236306
2601	1	4	-0.1268	17.843347731973424	5.351727149063002	6.571555979086837
649	9	6	0.1268	14.124373794562429	7.033772238872231	13.658548451614072
642	9	4	-0.1268	16.357959668179177	4.975920696298527	11.432127062706888
1047	3	4	-0.1268	21.33903434526074	7.8626580777277475	14.808298481479234
2162	6	4	-0.1268	5.2588017021581415	13.951860094897162	7.370858294042311
2612	6	1	0.027	8.882524934197571	17.50018751997522	15.69755662940984
202	6	6	0.1268	5.672500783668721	12.986024167491369	11.159982822166818
2163	6	6	0.1268	5.563972465621404	13.235616035418388	6.676911454207205
2329	13	6	0.1268	10.709733361035202	13.437194644433978	12.675047719560332
2331	13	6	0.1268	12.442660192692152	11.361160217764086	12.21973166145914
2330	13	4	-0.1268	12.653621879543458	12.325545142413237	12.57329684279399
2328	13	4	-0.1268	11.782254406407898	13.399153835265473	12.95933446002922
2151	6	6	0.053	9.23212916777226	14.583633407692307	9.750922946495267
683	6	8	-0.266	9.345457427323026	12.03332852224938	9.134072591820924
2149	6	6	0.053	9.921132240615734	12.970089842809289	7.315290017039721
2148	6	2	0.08	9.3039427311016	13.122347983030496	8.213996537761503
2150	6	1	0.027	9.834683995996633	14.477988234703682	8.823501070509625
2152	6	6	0.053	10.987600794147312	14.460475868125506	9.152711282449667
1819	6	6	0.1268	12.956857975978457	14.868846108507466	8.485937456476057
1818	6	4	-0.1268	13.109454590155252	15.158608505220547	7.413542197533282
2153	6	8	-0.266	9.708540571984564	15.546400263784117	7.883938723910942
1811	6	6	0.053	11.946211709332754	16.478684086475937	9.324288926453065
1807	6	4	0.0265	12.613702421945929	16.311339961673532	6.743482303132559
1808	6	8	-0.1595	11.949624484519656	17.336226762786346	7.370970085083386
1809	6	1	0.027	11.432103896227831	17.19147040130205	8.675063040189247
2145	6	1	0.027	7.867396851593976	13.410758179595168	7.706640998753547
2326	13	4	-0.1268	12.463835917128934	14.56760455539069	13.471483530377816
2327	13	6	0.1268	12.030522161936464	15.546262457970522	13.59152623096566
2147	6	6	0.053	7.772456682365624	14.34135556293541	7.166754701720397
2146	6	6	0.053	7.528511245486652	12.569852046149382	7.050690734962496
1020	6	4	-0.1268	5.841883810421379	13.045522430415833	15.431516562405184
1813	6	6	0.053	9.345084778601612	16.717585316384422	9.530061307981978
1812	6	2	0.08	9.927910072195887	16.772208476483335	8.526921211552505
2611	6	6	0.053	8.687886537921262	16.254242609503954	13.898144989835162
2144	6	8	-0.1595	7.02382671473025	13.563809454077846	8.849317865904904
1021	6	6	0.1268	6.658660797817538	13.25728404901033	14.652679194297043
828	6	6	0.053	6.37488242880538	16.27994687564025	12.983959758946424
2143	6	4	0.0265	5.995789611151412	14.347778620422906	8.487791064501646
829	6	6	0.053	6.181289934050213	16.55182554691153	14.802421400031342
1826	6	4	-0.1268	12.995782050581582	16.486222078862525	5.4473944476761735
1815	6	6	0.053	9.279066953888258	17.32542616647964	6.559508451175561
827	6	1	0.027	6.278943198327117	17.02110847181129	13.79399107582566
830	6	8	-0.266	7.356101394934214	17.890599691357693	13.831855014334543
1817	6	8	-0.266	7.758958231380863	17.841708811177497	8.005524165934201
1814	6	1	0.027	9.187264328401373	17.756217248015673	7.59474865662749
2609	6	6	0.053	9.698531826641098	17.784577515794293	12.346713480930005
2610	6	2	0.08	8.678373397665755	17.27854100654414	14.16790721107623
2270	6	8	-0.1595	6.236428421110843	18.043717050527604	5.830320087738512
825	6	2	0.08	5.034549170694523	17.921035662331146	13.636670437155164
2272	6	6	0.053	5.480004375948797	17.778397000114087	7.667979907848804
2155	6	6	0.1268	6.189191401695783	15.538667942431802	10.111293108904423
2154	6	4	-0.1268	5.576920867751973	15.306591375304052	9.277316320473702
2857	2	4	-0.1268	16.436334538596334	35.6478285030822	15.553927509000692
905	6	8	-0.1595	14.418463713402849	17.837477993726175	15.797405214355663
2348	5	6	0.1268	21.177504777628265	16.96931824100742	6.033439842908449
286	6	6	0.1268	15.074081199532149	12.029329032369969	15.54675148328278
2321	13	7	-0.266	15.569570430269913	11.73497863569425	8.763864302826136
1034	3	6	0.053	18.51688295590796	11.283877787192424	14.768254219842737
1822	6	4	-0.1268	13.963938353093436	14.35057220374579	5.2968678528248745
1462	3	6	0.1268	19.037447294768008	12.276702424184698	7.873247518829681
1464	3	6	0.1268	18.291307237586807	11.404204623599146	5.701835059056576
1461	3	4	-0.1268	19.691515153301083	11.791833997901634	7.235883466457617
1820	6	4	-0.1268	13.62136413591536	14.140148262820723	6.588536453037468
2324	13	4	-0.1268	13.825833425514189	14.54481159159104	13.700742942293306
1821	6	6	0.1268	13.798742119282084	13.107895845382016	6.98966613683162
2311	13	4	0.0265	14.037102719751136	12.327298679889402	12.6945428436069
1901	11	7	-0.266	18.693033894053297	15.366785983913257	5.784201944749343
1032	3	1	0.027	19.43942373303505	11.74555909031742	14.516879726496414
2325	13	6	0.1268	14.315693362332045	15.36076007610532	14.254075242566444
1460	3	8	-0.266	20.050030151438087	13.07493406298688	12.701917155955568
2315	13	6	0.053	13.884300359030236	11.908254808797489	10.38845534853094
1459	3	6	0.053	18.520909840057108	12.725518974586766	11.387584254772278
1035	3	2	0.08	19.341685998658164	13.177566046288243	14.0105771096324
1036	3	6	0.053	18.314957587522606	13.418849168665112	13.848239103980887
1452	3	1	0.027	20.901627051720347	12.34508840785114	9.966098085770728
1894	11	6	0.053	15.91224100174129	17.40580852754661	5.574629510610152
1895	11	6	0.053	15.960157916368194	15.757162633127182	6.506862632380871
922	6	6	0.1268	17.952357829400178	15.688357865166594	13.937600207200209
1456	3	6	0.053	19.89290293906525	13.736914577776796	9.34668793747722
1891	11	4	0.0265	16.322568455349952	16.90164855569622	8.459098932966128
1904	11	4	-0.1268	15.561374527721473	15.196498318494072	9.978696905153624
1902	11	4	-0.1268	16.425669364103655	15.592172956205664	8.946653796982583
2323	13	6	0.1268	15.728474216554782	13.503570229233434	13.230714287470695
2322	13	4	-0.1268	14.645366394290294	13.519197865150012	13.234100724095702
1457	3	1	0.027	19.37822176351067	13.578042888387788	11.517537537854771
1458	3	6	0.053	18.96562451754903	14.607629139861094	11.664687088267172
1892	11	8	-0.1595	17.130279827996453	17.30172739923554	7.271043985626989
1039	3	6	0.053	19.90538439616161	15.260967116572123	14.492171089637754
303	3	6	0.053	20.200712244280407	15.99846380858465	10.057042246976277
1037	3	1	0.027	20.00767729229195	14.22637775759267	14.863610567019466
1903	11	6	0.1268	17.015004967973482	14.806623183228124	8.491882035114259
920	6	6	0.1268	18.349121286914556	17.449131711886352	12.24795163121669
1455	3	2	0.08	20.295655341622435	13.620257927718429	10.300003590945208
919	6	4	-0.1268	17.412630946416165	17.50113611337304	12.941519110233587
1893	11	1	0.027	16.495400600815238	16.653964101194525	6.109293445113386
923	6	4	-0.1268	16.30625692091653	16.771956940661518	14.846701874050868
921	6	4	-0.1268	17.329430997230485	16.628518575691036	13.988871874255292
1038	3	6	0.053	21.09330493640596	14.02206830919974	14.905782494662445
1896	11	3	0.08	17.631954208939202	16.221040648648046	5.268296669450039
1910	11	4	-0.1268	15.474360309993193	17.801853977547243	8.974953129207204
924	6	6	0.1268	16.14345895002839	16.01237158864452	15.657731558495456
1450	3	4	0.0265	21.02713810908019	11.665947708556452	7.626972709187559
305	3	8	-0.266	21.407907698522827	14.491729977318474	10.53846317772143
1905	11	6	0.1268	15.569316875224974	14.119526913216031	10.272131849163385
1907	11	6	0.1268	14.11013331461174	15.993518482531613	11.396385836508005
904	6	4	0.0265	15.370055282370432	17.875476358333657	14.860487068405218
1906	11	4	-0.1268	14.673481892771813	16.094200683344063	10.4611389019751
1908	11	4	-0.1268	14.695110215989615	17.444286569629693	10.068830705845096
1909	11	6	0.1268	14.2100445666844	18.21637721542693	10.776922788637709
1033	3	6	0.053	20.205237941174857	11.637358097319837	15.241692372609364
2589	1	2	0.08	14.508638433999833	33.72942779860884	5.132288593633806
302	3	1	0.027	21.20453918710992	15.586677851474418	9.650456340191832
304	3	6	0.053	21.10250926266709	15.382160281514016	8.601937034043727
2407	6	6	0.1268	6.329524117973979	23.03100935814808	11.240234958776297
2277	6	6	0.053	6.004685597353722	20.763617033264087	8.637202684617005
993	6	2	0.08	5.174018512649613	20.11681360648436	10.809370497772596
1810	6	6	0.053	11.609966398888291	18.162407819310467	9.252729457502552
2368	14	4	-0.1268	7.805274440347992	22.74535064146341	5.782925016591838
994	6	6	0.053	5.499926783462614	21.117185877137075	10.768497274032612
2273	6	6	0.053	5.120661210948216	19.373776903920977	6.928541588359865
2409	6	6	0.1268	5.236035668049754	24.17963998648451	9.406194344365254
2608	6	6	0.053	10.69611190713858	17.7213698379514	13.707672200362904
2364	14	4	-0.1268	5.422212455189016	22.47683095219161	6.057402623619246
2369	14	6	0.1268	8.809903042666319	23.038083431271826	6.2305859376913775
995	6	1	0.027	5.455637636711297	19.70974837240144	12.265030420205177
2271	6	1	0.027	5.833494633179749	18.57571878106744	7.026618867364313
2279	6	8	-0.266	6.091574046263316	19.229907198788304	10.115212273164794
2797	1	6	0.1268	12.36977049423502	19.909978656009955	6.465127948542361
2276	6	1	0.027	6.672263813967276	19.982867668247813	9.017109136091538
2274	6	2	0.08	7.031128757959815	19.082669018393663	7.757083657553153
2275	6	6	0.053	7.690352175413755	19.69588678015318	7.1334103451812885
1816	6	6	0.053	9.796039426607724	18.74820999977276	7.486151847578405
2607	6	1	0.027	9.695259782162768	18.05099344641773	13.427441440558033
2606	6	8	-0.1595	9.368549945574465	19.47596427602169	13.461301191594975
996	6	6	0.053	6.529567324719226	19.7341737734763	12.382752651996832
2278	6	6	0.053	7.60384229531384	20.495230135425405	9.385332584664576
2625	6	6	0.1268	9.337504878805223	20.01896242363608	11.006734471018142
2624	6	4	-0.1268	10.109626553352628	20.528029481079905	11.485730724402677
2605	6	4	0.0265	10.214111095938929	20.36046041326061	12.87920721135075
2367	14	6	0.1268	6.7304980207501774	23.333817656253824	7.625400686163059
2616	6	4	-0.1268	11.100594630035314	21.07323867986163	13.737853114122077
2617	6	6	0.1268	11.087679682241813	20.883961146249824	14.783244042768644
2622	6	4	-0.1268	11.105439070014649	21.33509339364873	10.9234774573284
2620	6	4	-0.1268	12.122333108683222	21.85232479653346	11.750132639030806
2796	1	4	-0.1268	12.155212657404684	20.89836252372668	5.925368171032704
2618	6	4	-0.1268	12.223651827012016	21.7243381566331	13.13737620610683
2621	6	6	0.1268	12.900367758825798	22.547445220067743	11.350462288115764
2798	1	4	-0.1268	12.312779137255774	22.121575297269967	6.483336386687927
2799	1	6	0.1268	12.594461506572248	22.22108531380941	7.586989086174416
2623	6	6	0.1268	11.075685408020398	21.420934295664587	9.763330025645722
2396	6	8	-0.1595	7.528527635357555	24.439805121139	13.507269551925663
2792	1	6	0.053	10.694660664280445	18.58274740628713	5.355589247150279
2397	6	1	0.027	7.39307479174499	23.13724916993505	13.958223167220453
2468	6	8	-0.266	9.397667707182912	23.40650837013622	15.3735319395108
2366	14	4	-0.1268	6.631122638345131	22.804750412855324	6.638227672527348
2800	1	4	-0.1268	12.051455133423993	23.32195860421856	5.896832079241148
2801	1	6	0.1268	12.224054923699104	24.23917172313583	6.546891003795742
2619	6	6	0.1268	13.035589886059087	22.11885587468928	13.659294347346274
2400	6	2	0.08	8.01440973214805	22.975971156031143	15.297649113351556
2402	6	1	0.027	7.843426748635482	21.50281141959804	15.851568964440446
2398	6	6	0.053	7.842321734931715	22.518840820081312	13.16851987993445
2399	6	6	0.053	6.425308870755681	22.82878129692645	14.058385128163703
2406	6	4	-0.1268	6.251555525894816	24.108693826825466	11.342916829373396
826	6	6	0.053	5.184348541903863	18.761770012670095	14.301582533539284
754	1	6	0.1268	9.52140024628416	24.26673924061399	11.524945818864598
2403	6	6	0.053	8.037599126681075	20.74977943408567	15.15899599177883
998	6	8	-0.266	4.951603260806837	18.301088939428197	12.2462357677691
2858	2	6	0.1268	15.42216081807237	35.67159837173327	15.188420896870552
2793	1	6	0.053	9.70753386889068	19.96034392920857	5.018772067006031
672	1	6	0.1268	15.969815996749576	20.839092612579087	5.513048136039448
295	3	4	0.0265	20.9463964086376	19.594994021898053	9.470198206243122
671	1	4	-0.1268	17.027750497609972	20.691219001091326	5.196754429203161
309	3	6	0.1268	20.834377918795216	22.41967297234284	11.363654997386412
917	6	4	-0.1268	16.56874349368562	18.552215119408075	12.906913264240682
308	3	4	-0.1268	20.445600677274136	21.592470300729115	10.761055290795811
1911	11	6	0.1268	15.36955017686251	18.839585264172868	8.66733654813726
1920	6	6	0.053	13.21224524915752	24.314299760980933	15.411685505657283
1212	2	6	0.1268	18.24865211136248	19.17081619080625	14.508463908749416
918	6	6	0.1268	16.63813404535204	19.345838650286105	12.114955704063895
915	6	4	-0.1268	15.606982822104152	18.79969893316232	13.876762290992051
1213	2	4	-0.1268	20.11552304072509	20.243206038178712	13.9037458194251
1756	2	6	0.1268	20.767780167369665	22.37774578731709	7.956472695709203
1755	2	4	-0.1268	20.741623259643674	23.19297274927434	7.239686347036855
310	3	4	-0.1268	19.144382416608806	21.17981551137347	10.761873736042231
311	3	6	0.1268	18.472911549576704	21.88882058987737	11.221521122588229
1932	6	6	0.1268	17.774402266424474	22.639066992045485	13.913530987878362
1215	2	4	-0.1268	21.075164874701848	21.16004654878799	14.313914650463426
314	3	4	-0.1268	19.625952515395845	19.26191845799559	9.394600279376863
315	3	6	0.1268	19.44545474787713	18.24467914290492	8.988128746397265
312	3	4	-0.1268	18.699483072524675	20.08255226239493	9.97061839932696
916	6	6	0.1268	14.922645669355417	19.62482028159922	13.721286701885274
668	1	6	0.1268	20.049450111920493	20.27982381362144	6.534832259496627
667	1	4	-0.1268	19.33535090453669	20.46955004931193	5.739987051505704
313	3	6	0.1268	17.718696507998374	19.724460123435897	9.991861332130668
939	1	6	0.1268	14.82714648552794	20.650595339362	9.45985125298046
941	1	6	0.1268	15.332851096185044	21.86712938727034	11.546807617724063
940	1	4	-0.1268	15.38549494463578	22.345443946808828	10.523376717612916
937	1	6	0.1268	15.065807552715476	21.77431473901653	7.267203741782178
938	1	4	-0.1268	15.11889184348001	21.675629437691985	9.351182036267256
936	1	4	-0.1268	15.33897664342849	22.304507015660768	8.122230327946703
1758	2	6	0.1268	18.61077753105648	23.164462371493087	7.175720004378521
1757	2	4	-0.1268	19.49959008914928	23.70880439444748	6.914728587975303
669	1	4	-0.1268	17.99017144802653	20.43730629314617	6.102212003192978
670	1	6	0.1268	17.701456130590387	20.202395776137315	7.103348766362052
1214	2	6	0.1268	20.10492679567574	19.587640424678536	13.02898834247293
1931	6	4	-0.1268	17.58593358541883	23.677602242796976	14.058065992632612
1913	6	8	-0.1595	15.209376879074137	23.40803127692852	14.851389832225555
1930	6	6	0.1268	19.372724609752005	24.0480807550505	12.891419265882398
1929	6	4	-0.1268	18.568599222630503	24.446618103860068	13.540863146716482
1912	6	4	0.0265	16.324383679481237	24.2218659007181	14.51578807911466
908	6	6	0.053	13.641491901220656	19.63961371381865	15.169209979490123
1211	2	4	-0.1268	18.944169185667967	19.99830746210872	14.679825031651283
926	1	8	-0.1595	15.533215346295307	24.440534689105256	6.908803551165783
925	1	4	0.0265	15.515861283769455	23.70262298996372	8.134737624887036
943	1	6	0.1268	15.483313997250114	24.27657321534536	11.41702612422423
944	1	4	-0.1268	15.6887278088285	24.43658900528349	9.312265654713054
942	1	4	-0.1268	15.57118976548691	23.70078267350274	10.488322789613065
1217	2	4	-0.1268	20.94771161496946	21.69820628913568	15.593276199229136
2591	1	1	0.027	13.177669425403176	33.89286620829731	5.658691006333241
513	1	6	0.053	9.301780513564974	26.31180059209516	6.45820731357095
2415	6	6	0.1268	6.708153135269566	26.73407438175998	13.448807578746464
2395	6	4	0.0265	6.795493320673586	24.819231761769927	12.425541923610176
2414	6	4	-0.1268	6.559211398533389	26.19881873779501	12.455146966208108
2413	6	6	0.1268	5.548219664073653	27.88189204735108	11.830655245995503
2412	6	4	-0.1268	5.905532919246475	26.88535357869157	11.473478736394869
1532	1	4	-0.1268	5.045471025106119	30.559750509848044	8.584625676635422
1533	1	6	0.1268	5.279806223073333	29.490126566178432	8.619973817079114
1518	1	2	0.08	8.671832491104295	30.84534024031284	6.214390372189819
515	1	8	-0.266	11.235358234023815	27.07193673126864	6.384792553066724
1519	1	6	0.053	9.54819264768069	30.38645629459958	6.632986580232903
1516	1	6	0.053	6.40181063330638	30.931263555939964	6.54035137673557
514	1	6	0.053	9.380521177426544	27.853860864981154	7.095610607240518
1258	10	6	0.1268	10.297628083748304	30.13219532168528	15.54373889742348
741	1	2	0.08	12.029109720906993	27.9537976370239	7.100659588080186
1257	10	4	-0.1268	9.41607048979925	29.54948884978501	15.55881824213688
2408	6	4	-0.1268	5.437330608449376	24.81677344720788	10.296937698216867
2410	6	4	-0.1268	5.290194539143035	26.23616075019596	10.398989082333609
751	1	4	-0.1268	10.648641784278476	25.647627936209368	12.777646828357634
736	1	4	0.0265	10.752181970008472	27.124098681481737	10.369186629333049
749	1	4	-0.1268	11.13786980031568	26.99857850678528	12.75771169814632
748	1	6	0.1268	11.25081725420298	28.75809969307157	11.722382786649398
750	1	6	0.1268	11.397787078097178	27.60392662564233	13.719223262850369
747	1	4	-0.1268	11.074070825475076	27.72135743528729	11.588965148110375
738	1	1	0.027	12.015199709264898	27.524673416518237	8.581350028774128
742	1	6	0.053	11.834116235018897	29.035447139037466	7.036064498062554
1515	1	1	0.027	7.382852113844541	30.6649757302826	7.102720641625101
1253	10	4	-0.1268	7.225483361987827	28.97071461520891	14.735517923848322
1256	10	6	0.1268	8.559771631900356	30.003025559074363	13.501543382422888
1255	10	4	-0.1268	8.481406844703454	29.49005600078196	14.467000532191625
1517	1	6	0.053	7.160977365345033	29.611110684325524	7.345639873819922
740	1	6	0.053	12.168132209435514	26.441308002087183	8.780403663303973
739	1	6	0.053	12.813606955959996	27.971445529063796	9.139759493426316
1514	1	8	-0.1595	7.476487127537526	31.292112506673178	8.387947318355941
737	1	8	-0.1595	10.8354912230187	27.85870959161861	9.227165290948072
752	1	6	0.1268	10.53089736328278	25.22455108985027	13.770222687878626
753	1	4	-0.1268	10.188499355553798	25.110474148357103	11.547778403958526
755	1	4	-0.1268	10.132717507253014	25.851201171189864	10.37847202698526
340	1	6	0.053	11.567881831419935	31.155428721236635	7.893197338981723
512	1	1	0.027	9.764882824628678	27.246384122391127	6.353052786001445
756	1	6	0.1268	9.924920803421216	25.317594139541363	9.404223313497242
1254	10	6	0.1268	6.456847381549675	29.03336527978798	14.011295244976498
1523	1	8	-0.266	8.259652928694114	28.69519135623138	5.10832910011092
744	1	6	0.053	13.27187926763279	28.36003197558641	5.509532393587272
1322	2	4	-0.1268	20.23348004932629	31.14485201599436	13.680794572815008
1760	2	6	0.1268	18.61936513689952	25.321078458776984	5.8082133977181485
743	1	1	0.027	13.317218555507932	27.816254596036536	6.453200585116706
1314	2	4	-0.1268	18.88897519686344	31.247578628827338	15.662717189567568
52	2	6	0.053	20.85351724833661	25.13150600820338	10.284667046090842
1928	6	6	0.1268	19.478807130814666	26.50787118336688	13.318850609025008
1306	2	6	0.053	20.61566240629269	28.871712579212637	14.58302304188833
49	2	6	0.053	20.544385803382117	26.91395948513378	9.078304214332578
1759	2	4	-0.1268	19.61266434578227	24.939038203030982	6.157330691323781
746	1	8	-0.266	13.65738321198914	26.45077500330036	6.15916773222663
930	1	2	0.08	14.996315961064772	26.398498548288877	5.628422534777353
745	1	6	0.053	13.98904818666323	28.377648237800653	7.110353554054286
56	2	4	-0.1268	15.684571396541426	28.97291467379941	11.35925845149714
55	2	6	0.1268	17.582415470088424	28.25075854328458	12.131429944835023
57	2	6	0.1268	15.086126852802764	28.40813406301324	12.153189983342212
54	2	4	-0.1268	17.04526325521941	28.6850164264406	11.266048442918702
43	2	4	0.0265	17.78864657240898	29.11899189877912	10.14070817628124
44	2	8	-0.1595	19.08574558721916	28.802231743698297	9.915193694204117
929	1	6	0.053	15.38701434187798	26.41386106376849	7.652191988273636
928	1	6	0.053	16.910951075649002	26.02369759009688	6.603870622205208
46	2	6	0.053	18.89353364207601	27.03746670572692	11.027989683422057
945	1	6	0.1268	16.10114929475347	25.43521958820745	9.30413003316264
927	1	1	0.027	15.80867661220115	25.82444740871958	6.763562785133999
45	2	1	0.027	19.707636625955413	27.81702685487745	10.770369645743028
47	2	6	0.053	19.92215862713757	28.468409510685685	11.684513489328804
1925	6	4	-0.1268	17.38581052816393	26.36078916850128	14.109455691294864
1927	6	4	-0.1268	18.57845718564817	25.83590856024597	13.612887976736308
1923	6	4	-0.1268	16.256254116684104	25.61031588509285	14.420599426598557
61	2	6	0.1268	15.354721405316702	30.795811576617204	8.423664104862327
60	2	4	-0.1268	15.830491347451904	30.24592030875653	9.261611337185744
